family_A,family_B,weight,marriage_types,n_writing_records,source_lines,A_is_focal,B_is_focal,edge_scope
姚氏（江苏娄县）,董氏（上海华亭）,1,适,1,6803,TRUE,FALSE,external_to_nonfocal_family
姚氏（江苏娄县）,陈氏（江苏华亭工46册）,1,适,0,2644,TRUE,FALSE,external_to_nonfocal_family
姚氏（江苏昭文）,张氏（江苏昭文）,1,娶,1,1721,FALSE,TRUE,external_to_nonfocal_family
姚氏（江苏金山）,张氏（上海南汇）,1,娶,0,6821,TRUE,FALSE,external_to_nonfocal_family
姚氏（江苏金山）,张氏（江苏娄县）,1,适,1,2626,TRUE,TRUE,within_focal_network
姚氏（江苏金山）,张氏（江苏青浦）,1,娶,1,2654,TRUE,FALSE,external_to_nonfocal_family
姚氏（江苏金山）,戴氏（江苏昆山）,1,适,1,2655,TRUE,FALSE,external_to_nonfocal_family
姚氏（浙江乌程）,董氏（浙江归安）,2,适,0,7007;7010,FALSE,FALSE,external_to_nonfocal_family
姚氏（浙江乌程）,许氏（浙江上虞）,1,娶,0,5274,FALSE,TRUE,external_to_nonfocal_family
姚氏（浙江仁和）,张氏（浙江钱塘）,1,娶,0,7041,FALSE,TRUE,external_to_nonfocal_family
姚氏（浙江仁和）,朱氏（浙江嘉兴）,1,适,0,3561,FALSE,TRUE,external_to_nonfocal_family
姚氏（浙江仁和）,赵氏（浙江仁和）,1,适,0,5047,FALSE,TRUE,external_to_nonfocal_family
姚氏（浙江仁和）,黄氏（浙江仁和）,1,娶,1,5002,FALSE,TRUE,external_to_nonfocal_family
姚氏（浙江嘉兴工50册）,朱氏（浙江余姚）,1,娶,0,5293,FALSE,TRUE,external_to_nonfocal_family
姚氏（浙江归安（《明清两代嘉兴的望族》）,方氏（江苏阳湖）,1,适,0,977,FALSE,TRUE,external_to_nonfocal_family
