entry_no_raw,line_no,anchor_family,anchor_is_focal,partner_family,marriage_type,current_location,left_text,right_text,partner_text,partner_location,has_writings_any,female_writer_family,uncertain_writer,era_hint,source_text
3191.,4344,陈氏（浙江海宁）,TRUE,杨氏（浙江海盐）,适,浙江海宁,陈讦女,杨观诚（浙江海盐）。（《海宁渤海陈氏宗谱》卷七）3192.陈讦女【适】张芳湄（浙江海盐工（《海宁渤海陈氏宗谱》卷七）3193.陈讦女【适】沈广业（浙江海宁）。（《海宁渤海陈氏宗谱》卷七）3194.陈讦女【适】朱昌裕（浙江海盐）。（《海宁渤海陈氏宗谱》卷七）3195.陈祺永女【适】宫翼宸（江苏泰州工（《海宁渤海陈氏宗谱》卷七）,杨观诚,浙江海盐,FALSE,NA,FALSE,NA,陈讦女【适】杨观诚（浙江海盐）。（《海宁渤海陈氏宗谱》卷七）3192.陈讦女【适】张芳湄（浙江海盐工（《海宁渤海陈氏宗谱》卷七）3193.陈讦女【适】沈广业（浙江海宁）。（《海宁渤海陈氏宗谱》卷七）3194.陈讦女【适】朱昌裕（浙江海盐）。（《海宁渤海陈氏宗谱》卷七）3195.陈祺永女【适】宫翼宸（江苏泰州工（《海宁渤海陈氏宗谱》卷七）
3196.,4345,陈氏（浙江海宁）,TRUE,杨氏（江苏武进）,适,浙江海宁,陈奋永女,杨大鹤子杨茂实（江苏武进）。（《海宁渤海陈氏宗谱》卷八）,杨大鹤子杨茂实,江苏武进,FALSE,NA,FALSE,NA,陈奋永女【适】杨大鹤子杨茂实（江苏武进）。（《海宁渤海陈氏宗谱》卷八）
3197.,4346,陈氏（浙江海宁）,TRUE,吕氏（江苏武进）,适,浙江海宁,陈奋永女,吕方昭子吕钟三（江苏武进）。（《海宁渤海陈氏宗谱》卷八）,吕方昭子吕钟三,江苏武进,FALSE,NA,FALSE,NA,陈奋永女【适】吕方昭子吕钟三（江苏武进）。（《海宁渤海陈氏宗谱》卷八）
3198.,4347,陈氏（浙江海宁）,TRUE,查氏（浙江海宁）,适,浙江海宁,陈之伸孙女、陈会永女,查继佐子查嗣昌（浙江海宁）。（《海宁渤海陈氏宗谱》卷七）,查继佐子查嗣昌,浙江海宁,FALSE,NA,FALSE,NA,陈之伸孙女、陈会永女【适】查继佐子查嗣昌（浙江海宁）。（《海宁渤海陈氏宗谱》卷七）
3199.,4348,陈氏（浙江海宁）,TRUE,查氏（浙江海宁）,适,浙江海宁,陈恂永女,查嗣庭（浙江海宁）。（《海宁渤海陈氏宗谱》,查嗣庭,浙江海宁,FALSE,NA,FALSE,NA,陈恂永女【适】查嗣庭（浙江海宁）。（《海宁渤海陈氏宗谱》
3200.,4352,陈氏（浙江海宁）,TRUE,吴氏（浙江归安）,适,浙江海宁,陈之遴孙女陈芬,吴元晋（浙江归安）。（《两浙辅轩续录》卷五十二）,吴元晋,浙江归安,FALSE,NA,FALSE,NA,陈之遴孙女陈芬【适】吴元晋（浙江归安）。（《两浙辅轩续录》卷五十二）
3201.,4353,陈氏（浙江海宁）,TRUE,徐氏（江苏太仓工（《海宁渤海陈氏宗谱》卷八）,适,浙江海宁,陈元龙女,徐树毂子徐德秩（江苏太仓工（《海宁渤海陈氏宗谱》卷八）,徐树毂子徐德秩,江苏太仓工（《海宁渤海陈氏宗谱》卷八,FALSE,NA,FALSE,NA,陈元龙女【适】徐树毂子徐德秩（江苏太仓工（《海宁渤海陈氏宗谱》卷八）
3202.,4354,陈氏（浙江海宁）,TRUE,王氏（江苏太仓）,适,浙江海宁,陈元龙女,王奕鸿（江苏太仓）。（《海宁渤海陈氏宗谱》卷2,王奕鸿,江苏太仓,FALSE,NA,FALSE,NA,陈元龙女【适】王奕鸿（江苏太仓）。（《海宁渤海陈氏宗谱》卷2
3203.,4355,陈氏（浙江海宁）,TRUE,赵氏（江苏武进）,娶,浙江海宁,陈邦直子陈善贻,赵侗敦（江苏武进）。（《海宁渤海陈氏宗谱》卷九）,赵侗敦,江苏武进,FALSE,NA,FALSE,NA,陈邦直子陈善贻【娶】赵侗敦（江苏武进）。（《海宁渤海陈氏宗谱》卷九）
3204.,4356,陈氏（浙江海宁）,TRUE,徐氏（江苏昆山）,娶,浙江海宁,陈邦彦子陈延嗣,徐德秩女（江苏昆山）。（《海宁渤海陈氏宗谱》卷九）,徐德秩女,江苏昆山,FALSE,NA,FALSE,NA,陈邦彦子陈延嗣【娶】徐德秩女（江苏昆山）。（《海宁渤海陈氏宗谱》卷九）
3205.,4357,陈氏（浙江海宁）,TRUE,张氏（江苏娄县）,娶,浙江海宁,陈履长子陈于陛,张淇孙女、张梁女（江苏娄县）。（《海宁渤海陈氏宗谱》卷九）,张淇孙女、张梁女,江苏娄县,FALSE,NA,FALSE,NA,陈履长子陈于陛【娶】张淇孙女、张梁女（江苏娄县）。（《海宁渤海陈氏宗谱》卷九）
3206.,4358,陈氏（浙江海宁）,TRUE,管氏（浙江海宁）,娶,浙江海宁,陈世傅子陈筠,管凤苞女（浙江海宁）。（《海宁渤海陈氏宗谱》卷九）,管凤苞女,浙江海宁,FALSE,NA,FALSE,NA,陈世傅子陈筠【娶】管凤苞女（浙江海宁）。（《海宁渤海陈氏宗谱》卷九）
3207.,4359,陈氏（浙江海宁）,TRUE,王氏（直隶宛平）,娶,浙江海宁,陈世健子陈克镐,王克昌女（直隶宛平）。（《海宁渤海陈氏宗谱》卷九）,王克昌女,直隶宛平,FALSE,NA,FALSE,NA,陈世健子陈克镐【娶】王克昌女（直隶宛平）。（《海宁渤海陈氏宗谱》卷九）
3208.,4360,陈氏（浙江海宁）,TRUE,厉氏（直隶静海）,娶,浙江海宁,陈克镐,厉廷仪女（直隶静海）。（《海宁渤海陈氏宗谱》卷九）,厉廷仪女,直隶静海,FALSE,NA,FALSE,NA,陈克镐【娶】厉廷仪女（直隶静海）。（《海宁渤海陈氏宗谱》卷九）
3209.,4361,陈氏（浙江海宁）,TRUE,沈氏（浙江海宁）,娶,浙江海宁,陈世僖子陈话,沈广业女（浙江海宁）。（《海宁渤海陈氏宗谱》卷九）,沈广业女,浙江海宁,FALSE,NA,FALSE,NA,陈世僖子陈话【娶】沈广业女（浙江海宁）。（《海宁渤海陈氏宗谱》卷九）
3210.,4362,陈氏（浙江海宁）,TRUE,沈氏（浙江海宁）,娶,浙江海宁,陈世傲子陈钧,沈兆祈女沈筠（浙江海宁.有《就雪楼诗稿》、《花月联吟》）。（《海宁渤海陈氏宗谱》卷八、《海宁渤海陈氏著录》、《历代妇女著作考》）,沈兆祈女沈筠,浙江海宁,TRUE,沈氏（浙江海宁）,FALSE,NA,陈世傲子陈钧【娶】沈兆祈女沈筠（浙江海宁.有《就雪楼诗稿》、《花月联吟》）。（《海宁渤海陈氏宗谱》卷八、《海宁渤海陈氏著录》、《历代妇女著作考》）
3211.,4363,陈氏（浙江海宁）,TRUE,张氏（浙江海盐）,娶,浙江海宁,陈世儆子陈克锋,张芳湄女（浙江海盐）。（《海宁渤海陈氏宗谱》卷九）,张芳湄女,浙江海盐,FALSE,NA,FALSE,NA,陈世儆子陈克锋【娶】张芳湄女（浙江海盐）。（《海宁渤海陈氏宗谱》卷九）
3212.,4364,陈氏（浙江海宁）,TRUE,许氏（浙江海宁）,娶,浙江海宁,陈克钺,许惟权女（浙江海宁）。（《海宁渤海陈氏宗谱》卷九）,许惟权女,浙江海宁,FALSE,NA,FALSE,NA,陈克钺【娶】许惟权女（浙江海宁）。（《海宁渤海陈氏宗谱》卷九）
3213.,4367,陈氏（浙江海宁）,TRUE,朱氏（不详）,娶,浙江海宁,陈克钺,朱嵩龄女朱逵（浙江海宁.有《慈云阁诗存》*（《海宁渤海陈氏著录》、《清代闺阁诗人征略》卷四、《海宁渤海陈氏宗谱》卷十）,朱嵩龄女朱逵（浙江海宁.有《慈云阁诗存》*（《海宁渤海陈氏著录》、《清代闺阁诗人征略》卷四、《海宁渤海陈氏宗谱》卷十）,不详,TRUE,朱氏（不详）,FALSE,NA,陈克钺【娶】朱嵩龄女朱逵（浙江海宁.有《慈云阁诗存》*（《海宁渤海陈氏著录》、《清代闺阁诗人征略》卷四、《海宁渤海陈氏宗谱》卷十）
3214.,4368,陈氏（浙江海宁）,TRUE,查氏（不详）,娶,浙江海宁,陈世佶子陈銮,查昌洵女（浙江海宁工,查昌洵女（浙江海宁工,不详,FALSE,NA,FALSE,NA,陈世佶子陈銮【娶】查昌洵女（浙江海宁工
3215.,4369,陈氏（浙江海宁）,TRUE,徐氏（江苏昆山）,娶,浙江海宁,陈世俊子陈暄,徐昂发女（江苏昆山）。,徐昂发女,江苏昆山,FALSE,NA,FALSE,NA,陈世俊子陈暄【娶】徐昂发女（江苏昆山）。
3216.,4370,陈氏（浙江海宁）,TRUE,吴氏（江苏长洲）,娶,浙江海宁,陈世俊子陈煜,吴士玉女（江苏长洲）。,吴士玉女,江苏长洲,FALSE,NA,FALSE,NA,陈世俊子陈煜【娶】吴士玉女（江苏长洲）。
3217.,4371,陈氏（浙江海宁）,TRUE,王氏（江苏太仓）,娶,浙江海宁,陈世俊子陈昕,王暮女（江苏太仓）。,王暮女,江苏太仓,FALSE,NA,FALSE,NA,陈世俊子陈昕【娶】王暮女（江苏太仓）。
3218.,4372,陈氏（浙江海宁）,TRUE,沈氏（浙江归安）,娶,浙江海宁,陈世俊子陈嗥,沈树本女（浙江归安）。（《海宁渤海陈氏宗谱》卷九）,沈树本女,浙江归安,FALSE,NA,FALSE,NA,陈世俊子陈嗥【娶】沈树本女（浙江归安）。（《海宁渤海陈氏宗谱》卷九）
3219.,4373,陈氏（浙江海宁）,TRUE,王氏（江苏华亭）,娶,浙江海宁,陈世俊子陈觐光,王顼龄女（江苏华亭）。（《海宁渤海陈氏宗谱》卷九）,王顼龄女,江苏华亭,FALSE,NA,FALSE,NA,陈世俊子陈觐光【娶】王顼龄女（江苏华亭）。（《海宁渤海陈氏宗谱》卷九）
3220.,4374,陈氏（浙江海宁）,TRUE,程氏（浙江乌程）,娶,浙江海宁,陈世俊子陈望,程如丝女（浙江乌程）。（《海宁渤海陈氏宗谱》卷九）,程如丝女,浙江乌程,FALSE,NA,FALSE,NA,陈世俊子陈望【娶】程如丝女（浙江乌程）。（《海宁渤海陈氏宗谱》卷九）
3221.,4375,陈氏（浙江海宁）,TRUE,王氏（江苏苏州）,娶,浙江海宁,陈世俨子陈克？#,王世琛女（江苏苏州）。,王世琛女,江苏苏州,FALSE,NA,FALSE,NA,陈世俨子陈克？#【娶】王世琛女（江苏苏州）。
3222.,4376,陈氏（浙江海宁）,TRUE,杨氏（浙江海宁）,娶,浙江海宁,陈世俨子陈源生,杨守知女（浙江海宁）。,杨守知女,浙江海宁,FALSE,NA,FALSE,NA,陈世俨子陈源生【娶】杨守知女（浙江海宁）。
3223.,4377,陈氏（浙江海宁）,TRUE,查氏（浙江海宁）,娶,浙江海宁,陈世俨子陈济生,查广女（浙江海宁）。,查广女,浙江海宁,FALSE,NA,FALSE,NA,陈世俨子陈济生【娶】查广女（浙江海宁）。
3224.,4378,陈氏（浙江海宁）,TRUE,王氏（不详）,娶,浙江海宁,陈世侃子陈克垂,王时宪女（江苏太仓工,王时宪女（江苏太仓工,不详,FALSE,NA,FALSE,NA,陈世侃子陈克垂【娶】王时宪女（江苏太仓工
